,Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Outlet,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Size_0,Outlet_Size_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,New_Item_Type_0,New_Item_Type_1
1006,FDI57,19.85,0.053980686,12,196.8768,OUT013,1987,7.848933102095441,26,1,1,0,1,0,0,0,0,1,0,0,1
1007,FDM45,8.655,0.088121336,13,119.7756,OUT013,1987,7.630939399884569,26,1,0,0,1,0,0,0,0,1,0,0,1
1008,FDC26,10.195,0.126359196,3,109.2886,OUT035,2004,7.196883704960194,9,6,1,0,0,0,0,1,0,1,0,0,1
1009,FDU14,12.857645184135976,0.034584356,4,248.375,OUT027,1985,9.233829822032318,28,5,1,0,0,1,0,0,0,0,0,0,1
1010,FDB26,14.0,0.031267496,3,51.464,OUT046,1997,6.541653181594783,16,8,0,0,0,0,1,0,0,1,0,0,1
1011,FDC29,8.39,0.024304264,5,114.0176,OUT018,2009,7.306349368950233,4,3,0,0,0,1,0,0,0,0,1,0,1
1012,FDY58,11.65,0.040144377,13,228.9694,OUT017,2007,8.798411307442663,6,2,1,0,0,0,0,1,0,1,0,0,1
1013,FDR59,14.5,0.063851475,1,260.4594,OUT035,2004,8.052268737293998,9,6,0,0,0,0,0,1,0,1,0,0,1
1014,FDS03,12.857645184135977,0.079243005,10,65.8826,OUT027,1985,7.387440019676432,28,5,1,0,0,1,0,0,0,0,0,0,1
1015,FDR43,18.2,0.161355122,6,38.319,OUT013,1987,6.374861263012183,26,1,1,0,1,0,0,0,0,1,0,0,1
1016,FDZ25,12.857645184135976,0.02748331,3,169.379,OUT027,1985,8.631183622007239,28,5,0,0,0,1,0,0,0,0,0,0,1
1017,NCN26,10.85,0.028738058,9,117.1808,OUT045,2002,6.556898803449431,11,7,0,1,0,0,0,1,0,1,0,0,0
1018,FDO38,17.25,0.073135768,3,77.2986,OUT018,2009,6.921344328197386,4,3,1,0,0,1,0,0,0,0,1,0,1
1019,FDP28,13.65,0.081096613,5,261.2936,OUT017,2007,8.049721777405647,6,2,0,0,0,0,0,1,0,1,0,0,1
1020,FDG31,12.15,0.063430788,10,65.4826,OUT010,1998,5.558102924392327,15,0,1,0,0,0,0,0,1,0,0,0,1
1021,FDI45,13.1,0.037549969,6,176.1054,OUT013,1987,8.301130561103776,26,1,1,0,1,0,0,0,0,1,0,0,1
1022,NCS54,13.6,0.016726506,9,176.037,OUT010,1998,5.868940917571483,15,0,0,1,0,0,0,0,1,0,0,0,0
1023,FDE17,20.1,0.054565932,5,152.2366,OUT045,2002,7.791186233586546,11,7,0,0,0,0,0,1,0,1,0,0,1
1024,NCG06,16.35,0.029445361,9,257.6646,OUT046,1997,7.631585290021305,16,8,0,1,0,0,1,0,0,1,0,0,0
1025,FDQ57,12.857645184135977,0.048932713,13,144.476,OUT019,1985,4.993665450676456,28,4,1,0,0,0,1,0,1,0,0,0,1
1026,NCB31,6.235,0.118651919,9,263.991,OUT035,2004,8.344946155783317,9,6,0,1,0,0,0,1,0,1,0,0,0
1027,NCP29,8.42,0.112728355,8,65.8168,OUT018,2009,6.723734359088276,4,3,0,1,0,1,0,0,0,0,1,0,0
1028,NCX29,12.857645184135976,0.156094569,8,144.3102,OUT019,1985,4.989140596055461,28,4,0,1,0,0,1,0,1,0,0,0,0
1029,FDU37,9.5,0.104933928,3,78.796,OUT018,2009,7.089610060186648,4,3,0,0,0,1,0,0,0,0,1,0,1
1030,FDM02,12.5,0.12341737,3,86.0198,OUT010,1998,4.4798314276146005,15,0,0,0,0,0,0,0,1,0,0,0,1
1031,FDN16,12.6,0.062700289,5,102.199,OUT046,1997,7.581608013100137,16,8,0,0,0,0,1,0,0,1,0,0,1
1032,FDR46,16.85,0.139417654,13,147.476,OUT046,1997,7.982935160667124,16,8,1,0,0,0,1,0,0,1,0,0,1
1033,FDE50,12.857645184135977,0.01612717,3,189.3556,OUT027,1985,7.720491507819899,28,5,0,0,0,1,0,0,0,0,0,0,1
1034,FDL52,6.635,0.077145553,5,39.8506,OUT010,1998,4.342521481071251,15,0,0,0,0,0,0,0,1,0,0,0,1
1035,FDQ49,20.2,0.039215075,2,157.663,OUT013,1987,7.692333306272771,26,1,0,0,1,0,0,0,0,1,0,0,1
1036,FDI14,14.1,0.089859642,3,140.2496,OUT045,2002,7.435317186555804,11,7,1,0,0,0,0,1,0,1,0,0,1
1037,FDS16,15.15,0.066121873,5,145.676,OUT013,1987,8.206010462378861,26,1,0,0,1,0,0,0,0,1,0,0,1
1038,FDU15,13.65,0.026643448,10,37.9532,OUT049,1999,6.761430166044173,14,9,0,0,0,1,1,0,0,1,0,0,1
1039,NCG43,12.857645184135976,0.073879939,9,94.0462,OUT027,1985,7.523980377647033,28,5,0,1,0,1,0,0,0,0,0,0,0
1040,FDR23,12.857645184135977,0.08139146,1,177.837,OUT027,1985,8.756640235582145,28,5,1,0,0,1,0,0,0,0,0,0,1
1041,FDS52,12.857645184135976,0.005448005,5,102.1016,OUT027,1985,8.172744910554844,28,5,1,0,0,1,0,0,0,0,0,0,1
1042,NCP18,12.15,0.028714747,9,151.9708,OUT018,2009,8.19209974610071,4,3,0,1,0,1,0,0,0,0,1,0,0
1043,DRF23,12.857645184135976,0.122058364,7,172.8396,OUT027,1985,8.875290427417914,28,5,1,0,0,1,0,0,0,0,0,1,0
1044,FDO09,13.5,0.125528734,13,262.191,OUT045,2002,8.707779335563512,11,7,0,0,0,0,0,1,0,1,0,0,1
1045,FDB40,17.5,0.007555176,4,145.9102,OUT045,2002,7.690813087970959,11,7,0,0,0,0,0,1,0,1,0,0,1
1046,DRK37,12.857645184135976,0.077046505,14,189.453,OUT019,1985,6.633334222629409,28,4,1,0,0,0,1,0,1,0,0,1,0
1047,DRN11,7.85,0.162980276,7,145.2444,OUT046,1997,7.281002933765966,16,8,1,0,0,0,1,0,0,1,0,1,0
1048,FDE22,9.695,0.029632784,13,159.692,OUT045,2002,6.866674917754745,11,7,1,0,0,0,0,1,0,1,0,0,1
1049,FDF04,17.5,0.013634468,5,256.4304,OUT035,2004,7.500702383659248,9,6,1,0,0,0,0,1,0,1,0,0,1
1050,FDE41,9.195,0.064376263,5,83.1566,OUT017,2007,7.003279799450224,6,2,0,0,0,0,0,1,0,1,0,0,1
1051,FDW08,12.857645184135976,0.147663025,6,106.028,OUT027,1985,7.502173241482096,28,5,1,0,0,1,0,0,0,0,0,0,1
1052,NCD54,21.1,0.029003459,9,143.4786,OUT035,2004,7.746152618415734,9,6,0,1,0,0,0,1,0,1,0,0,0
1053,FDZ33,10.195,0.107834541,13,146.5076,OUT018,2009,7.193887450958462,4,3,1,0,0,1,0,0,0,0,1,0,1
1054,FDO23,17.85,0.146399663,1,93.8436,OUT035,2004,7.257816198403183,9,6,1,0,0,0,0,1,0,1,0,0,1
1055,FDN34,15.6,0.04575559,13,167.1132,OUT035,2004,7.9641294319864,9,6,0,0,0,0,0,1,0,1,0,0,1
1056,FDL39,16.1,0.063278652,4,182.1318,OUT013,1987,7.760728461362719,26,1,0,0,1,0,0,0,0,1,0,0,1
1057,FDT28,13.3,0.063664998,5,151.6708,OUT049,1999,8.272121158778537,14,9,1,0,0,1,1,0,0,1,0,0,1
1058,FDH33,12.85,0.122221269,13,45.9428,OUT018,2009,7.150969029635072,4,3,1,0,0,1,0,0,0,0,1,0,1
1059,FDA34,11.5,0.014944614,15,171.808,OUT017,2007,8.650598276064244,6,2,1,0,0,0,0,1,0,1,0,0,1
1060,FDZ56,16.25,0.025732114,6,166.4474,OUT035,2004,8.592544938332777,9,6,1,0,0,0,0,1,0,1,0,0,1
1061,DRH23,14.65,0.171281641,7,54.0614,OUT017,2007,7.057458426038816,6,2,1,0,0,0,0,1,0,1,0,1,0
1062,NCO18,13.15,0.024646608,9,177.4686,OUT035,2004,8.614651353562957,9,6,0,1,0,0,0,1,0,1,0,0,0
1063,DRG27,8.895,0.06613202877895108,4,42.0138,OUT018,2009,6.344922421824258,4,3,1,0,0,1,0,0,0,0,1,1,0
1064,FDM28,15.7,0.075661985,5,181.366,OUT010,1998,5.19720337717653,15,0,1,0,0,0,0,0,1,0,0,0,1
1065,NCY41,16.75,0.126765903,8,35.7532,OUT010,1998,4.975441873834817,15,0,0,1,0,0,0,0,1,0,0,0,0
1066,FDD21,10.3,0.030563449,6,114.4176,OUT035,2004,7.8766023312905356,9,6,0,0,0,0,0,1,0,1,0,0,1
1067,FDD44,8.05,0.078522357,6,257.1646,OUT049,1999,8.729874265392654,14,9,0,0,0,1,1,0,0,1,0,0,1
1068,FDP16,18.6,0.039294854,5,246.6802,OUT046,1997,7.902295924742681,16,8,1,0,0,0,1,0,0,1,0,0,1
1069,FDQ37,20.75,0.089260667,2,193.4478,OUT046,1997,8.48563957084695,16,8,1,0,0,0,1,0,0,1,0,0,1
1070,NCY05,13.5,0.05510153,8,37.0874,OUT045,2002,6.860411857775235,11,7,0,1,0,0,0,1,0,1,0,0,0
1071,NCE07,8.18,0.013127548,9,142.0154,OUT035,2004,7.59408708756626,9,6,0,1,0,0,0,1,0,1,0,0,0
1072,DRI51,17.25,0.042233642,4,173.3764,OUT035,2004,7.631585290021305,9,6,1,0,0,0,0,1,0,1,0,1,0
1073,NCI31,20.0,0.081492092,11,35.519,OUT045,2002,6.933746560132455,11,7,0,1,0,0,0,1,0,1,0,0,0
1074,FDK60,16.5,0.06613202877895108,0,96.2068,OUT046,1997,8.011159667178173,16,8,0,0,0,0,1,0,0,1,0,0,1
1075,FDY12,9.8,0.14061104,0,49.8008,OUT046,1997,6.6977905048418025,16,8,0,0,0,0,1,0,0,1,0,0,1
1076,FDO38,17.25,0.072952298,3,76.0986,OUT049,1999,6.436452886708705,14,9,1,0,0,1,1,0,0,1,0,0,1
1077,FDP11,15.85,0.069087481,1,218.7166,OUT035,2004,6.993550333217734,9,6,1,0,0,0,0,1,0,1,0,0,1
1078,FDC21,12.857645184135976,0.075215349,6,108.4254,OUT019,1985,5.384728063165329,28,4,0,0,0,0,1,0,1,0,0,0,1
1079,NCF54,18.0,0.047645037,9,172.6422,OUT017,2007,7.983616514013864,6,2,0,1,0,0,0,1,0,1,0,0,0
1080,FDC35,12.857645184135976,0.122242847,15,207.5638,OUT027,1985,8.42428890712289,28,5,1,0,0,1,0,0,0,0,0,0,1
1081,FDV43,16.0,0.076975118,6,46.2086,OUT049,1999,6.197857792051304,14,9,1,0,0,1,1,0,0,1,0,0,1
1082,DRE12,4.59,0.070890602,14,111.686,OUT049,1999,7.36872068627688,14,9,1,0,0,1,1,0,0,1,0,1,0
1083,DRE27,11.85,0.132560174,4,97.2726,OUT013,1987,6.664384530254609,26,1,1,0,1,0,0,0,0,1,0,1,0
1084,DRC36,12.857645184135976,0.044767032,14,173.7054,OUT027,1985,8.662068680774617,28,5,0,0,0,1,0,0,0,0,0,1,0
1085,FDZ38,12.857645184135976,0.007962273,4,174.0422,OUT027,1985,8.551452772325137,28,5,1,0,0,1,0,0,0,0,0,0,1
1086,NCW42,18.2,0.058799705,9,220.7456,OUT017,2007,8.394327460721861,6,2,0,1,0,0,0,1,0,1,0,0,0
1087,NCZ18,7.825,0.186445212,9,255.5698,OUT045,2002,7.328449696876755,11,7,0,1,0,0,0,1,0,1,0,0,0
1088,FDL13,12.857645184135976,0.098606543,2,232.73,OUT019,1985,6.838533809940184,28,4,0,0,0,0,1,0,1,0,0,0,1
1089,NCN18,8.895,0.125222705,9,113.3544,OUT018,2009,6.915415464701195,4,3,0,1,0,1,0,0,0,0,1,0,0
1090,FDI41,18.5,0.062609071,5,148.6418,OUT017,2007,7.4768695842615145,6,2,0,0,0,0,0,1,0,1,0,0,1
1091,FDV22,14.85,0.009930514,13,157.463,OUT013,1987,7.825807658243948,26,1,0,0,1,0,0,0,0,1,0,0,1
1092,NCB43,12.857645184135976,0.099428487,9,187.8898,OUT027,1985,8.895287404201332,28,5,0,1,0,1,0,0,0,0,0,0,0
1093,FDQ46,7.51,0.103793399,13,110.1544,OUT035,2004,7.895624294616101,9,6,1,0,0,0,0,1,0,1,0,0,1
1094,FDC44,15.6,0.06613202877895108,6,111.9518,OUT049,1999,7.679798756491732,14,9,1,0,0,1,1,0,0,1,0,0,1
1095,FDB22,8.02,0.111419588,13,154.3998,OUT035,2004,8.126989709967232,9,6,1,0,0,0,0,1,0,1,0,0,1
1096,FDV23,11.0,0.106051405,1,124.4046,OUT045,2002,7.71516053426149,11,7,1,0,0,0,0,1,0,1,0,0,1
1097,FDK10,12.857645184135977,0.04016342,13,181.166,OUT027,1985,8.136387719744981,28,5,0,0,0,1,0,0,0,0,0,0,1
1098,FDF05,17.5,0.026925385,5,264.391,OUT045,2002,8.568042187117742,11,7,1,0,0,0,0,1,0,1,0,0,1
1099,FDL33,7.235,0.099962524,13,193.8452,OUT046,1997,7.579909644253083,16,8,1,0,0,0,1,0,0,1,0,0,1
1100,FDD20,12.857645184135977,0.020614212,6,126.4046,OUT027,1985,8.585729548049471,28,5,1,0,0,1,0,0,0,0,0,0,1
1101,NCM54,12.857645184135977,0.050692386,9,125.6678,OUT027,1985,8.483300550045687,28,5,0,1,0,1,0,0,0,0,0,0,0
1102,FDW48,18.0,0.008589133,0,81.0618,OUT017,2007,7.280085713702078,6,2,1,0,0,0,0,1,0,1,0,0,1
1103,DRF36,16.1,0.023673342,14,189.0846,OUT018,2009,8.585107657633193,4,3,1,0,0,1,0,0,0,0,1,1,0
1104,NCM06,7.475,0.075881475,9,155.2656,OUT045,2002,7.984751072289578,11,7,0,1,0,0,0,1,0,1,0,0,0
1105,NCA54,16.5,0.061330521,9,178.7318,OUT010,1998,5.891267345240369,15,0,0,1,0,0,0,0,1,0,0,0,0
1106,FDT46,11.35,0.030869612,13,49.8008,OUT045,2002,6.564435330204743,11,7,1,0,0,0,0,1,0,1,0,0,1
1107,FDH20,16.1,0.024944396,6,95.441,OUT035,2004,7.705912263707822,9,6,0,0,0,0,0,1,0,1,0,0,1
1108,FDT38,18.7,0.057654132,4,83.1566,OUT045,2002,7.382482360143956,11,7,1,0,0,0,0,1,0,1,0,0,1
1109,NCI17,8.645,0.143713508,8,96.641,OUT045,2002,6.768342625598476,11,7,0,1,0,0,0,1,0,1,0,0,0
1110,FDO40,17.1,0.032812669,5,147.1392,OUT017,2007,7.71337720892099,6,2,1,0,0,0,0,1,0,1,0,0,1
1111,FDP12,9.8,0.045266806,0,36.9874,OUT046,1997,6.560674166714726,16,8,0,0,0,0,1,0,0,1,0,0,1
1112,FDI44,12.857645184135977,0.099747488,6,75.2328,OUT027,1985,7.343203694685952,28,5,1,0,0,1,0,0,0,0,0,0,1
1113,FDB21,12.857645184135977,0.06613202877895108,6,242.9854,OUT027,1985,8.819989151478035,28,5,1,0,0,1,0,0,0,0,0,0,1
1114,FDG16,15.25,0.089742065,5,213.7192,OUT013,1987,6.984342176061031,26,1,1,0,1,0,0,0,0,1,0,0,1
1115,NCZ42,10.5,0.011351778,9,236.5248,OUT017,2007,8.301626264853537,6,2,0,1,0,0,0,1,0,1,0,0,0
1116,NCJ30,5.82,0.081096613,9,170.379,OUT017,2007,6.927238247349708,6,2,0,1,0,0,0,1,0,1,0,0,0
1117,FDV49,10.0,0.025827199,3,263.2226,OUT046,1997,8.216497852509566,16,8,1,0,0,0,1,0,0,1,0,0,1
1118,NCO43,5.5,0.06613202877895108,11,103.1016,OUT045,2002,7.613340781884918,11,7,0,1,0,0,0,1,0,1,0,0,0
1119,NCF18,18.35,0.148938624,9,191.9504,OUT010,1998,6.643791816478836,15,0,0,1,0,0,0,0,1,0,0,0,0
1120,NCX41,19.0,0.06613202877895108,8,211.0244,OUT010,1998,7.301870082063772,15,0,0,1,0,0,0,0,1,0,0,0,0
1121,FDY11,6.71,0.029535852,0,67.5142,OUT013,1987,6.387262747528172,26,1,0,0,1,0,0,0,0,1,0,0,1
1122,FDU46,10.3,0.011143599,13,88.254,OUT049,1999,7.026606188702443,14,9,0,0,0,1,1,0,0,1,0,0,1
1123,NCI18,18.35,0.014045832,9,222.7746,OUT049,1999,7.359863613316276,14,9,0,1,0,1,1,0,0,1,0,0,0
1124,FDL38,13.8,0.014730322,3,90.9172,OUT035,2004,7.669594592478395,9,6,0,0,0,0,0,1,0,1,0,0,1
1125,FDY60,10.5,0.026520107,0,144.8128,OUT017,2007,7.677026113130066,6,2,0,0,0,0,0,1,0,1,0,0,1
1126,FDF53,20.75,0.083736551,5,178.7318,OUT049,1999,8.140083501579308,14,9,0,0,0,1,1,0,0,1,0,0,1
1127,NCM05,12.857645184135977,0.059557164,8,263.7226,OUT027,1985,8.835412364119007,28,5,0,1,0,1,0,0,0,0,0,0,0
1128,FDR13,9.895,0.028837829,3,117.8492,OUT018,2009,7.317902475653514,4,3,0,0,0,1,0,0,0,0,1,0,1
1129,FDA49,12.857645184135977,0.113669629,3,89.0198,OUT019,1985,5.167294824125274,28,4,1,0,0,0,1,0,1,0,0,0,1
1130,FDY52,12.857645184135977,0.012865901,5,59.3536,OUT019,1985,4.816299453963818,28,4,1,0,0,0,1,0,1,0,0,0,1
1131,FDL02,12.857645184135977,0.182236555,3,107.1622,OUT019,1985,5.359997431188689,28,4,0,0,0,0,1,0,1,0,0,0,1
1132,FDO24,11.1,0.176069023,0,156.7604,OUT013,1987,7.5509371251305115,26,1,1,0,1,0,0,0,0,1,0,0,1
1133,FDM08,10.1,0.053574075,6,223.7088,OUT035,2004,7.895624294616101,9,6,0,0,0,0,0,1,0,1,0,0,1
1134,FDJ02,12.857645184135977,0.044063785,3,147.2418,OUT019,1985,5.687936250465359,28,4,0,0,0,0,1,0,1,0,0,0,1
1135,FDW40,14.0,0.105573769,5,143.9812,OUT018,2009,7.039528526975749,4,3,0,0,0,1,0,0,0,0,1,0,1
1136,FDT46,12.857645184135977,0.030657949,13,50.5008,OUT027,1985,6.920687298793248,28,5,1,0,0,1,0,0,0,0,0,0,1
1137,FDY08,9.395,0.172042892,6,139.9838,OUT017,2007,7.584657827068671,6,2,0,0,0,0,0,1,0,1,0,0,1
1138,FDM21,12.857645184135977,0.064052392,13,256.1646,OUT027,1985,8.91908838830055,28,5,1,0,0,1,0,0,0,0,0,0,1
1139,FDH26,12.857645184135977,0.034531702,3,142.2496,OUT027,1985,7.783450324059846,28,5,0,0,0,1,0,0,0,0,0,0,1
1140,NCM42,6.13,0.028365524,9,110.0912,OUT049,1999,7.401761038587806,14,9,0,1,0,1,1,0,0,1,0,0,0
1141,FDW13,8.5,0.097866209,3,51.1324,OUT035,2004,7.20877974451577,9,6,1,0,0,0,0,1,0,1,0,0,1
1142,FDN04,12.857645184135977,0.01401884,5,178.1344,OUT027,1985,8.22901030024236,28,5,0,0,0,1,0,0,0,0,0,0,1
1143,NCD07,9.1,0.06613202877895108,9,114.4518,OUT046,1997,7.3745821175675434,16,8,0,1,0,0,1,0,0,1,0,0,0
1144,FDB34,15.25,0.044539371,13,85.3198,OUT010,1998,5.570858135832467,15,0,1,0,0,0,0,0,1,0,0,0,1
1145,FDD09,13.5,0.06613202877895108,6,179.9976,OUT013,1987,8.495077471783446,26,1,1,0,1,0,0,0,0,1,0,0,1
1146,DRH59,10.8,0.06613202877895108,7,72.338,OUT049,1999,6.692850198084147,14,9,1,0,0,1,1,0,0,1,0,1,0
1147,DRN36,15.2,0.050168354,14,95.3752,OUT035,2004,7.271792653591673,9,6,1,0,0,0,0,1,0,1,0,1,0
1148,DRA24,19.35,0.040154087,14,164.6868,OUT017,2007,7.045347565006449,6,2,0,0,0,0,0,1,0,1,0,1,0
1149,FDY36,12.857645184135977,0.009364957,0,74.238,OUT027,1985,7.067156152391523,28,5,1,0,0,1,0,0,0,0,0,0,1
1150,FDG34,11.5,0.037539164,13,106.9254,OUT013,1987,8.019517789887482,26,1,0,0,1,0,0,0,0,1,0,0,1
1151,FDK43,9.8,0.026992588,10,127.302,OUT017,2007,7.731068947218516,6,2,1,0,0,0,0,1,0,1,0,0,1
1152,NCM06,7.475,0.076156245,9,156.4656,OUT017,2007,7.605418646201781,6,2,0,1,0,0,0,1,0,1,0,0,0
1153,FDK22,9.8,0.026192765,13,215.685,OUT018,2009,6.477210796000711,4,3,1,0,0,1,0,0,0,0,1,0,1
1154,FDF21,12.857645184135977,0.058542509,6,188.353,OUT027,1985,8.381446546932144,28,5,0,0,0,1,0,0,0,0,0,0,1
1155,FDO33,14.75,0.089686322,13,115.3518,OUT018,2009,7.508035133539289,4,3,1,0,0,1,0,0,0,0,1,0,1
1156,NCO43,5.5,0.047364617,11,100.0016,OUT017,2007,6.564435330204743,6,2,0,1,0,0,0,1,0,1,0,0,0
1157,FDX15,17.2,0.156269303,10,159.6578,OUT035,2004,8.02279791388583,9,6,1,0,0,0,0,1,0,1,0,0,1
1158,FDS10,19.2,0.035185588,13,181.3318,OUT046,1997,7.275486951391395,16,8,1,0,0,0,1,0,0,1,0,0,1
1159,FDD46,12.857645184135977,0.247321039,13,152.3998,OUT019,1985,5.042132669165128,28,4,1,0,0,0,1,0,1,0,0,0,1
1160,FDV22,14.85,0.009979271,13,155.763,OUT018,2009,8.04887134717697,4,3,0,0,0,1,0,0,0,0,1,0,1
1161,NCR29,7.565,0.054863459,8,58.393,OUT018,2009,6.235071291810269,4,3,0,1,0,1,0,0,0,0,1,0,0
1162,FDU34,18.25,0.075620262,13,123.8046,OUT017,2007,8.156833983188786,6,2,1,0,0,0,0,1,0,1,0,0,1
1163,FDZ35,9.6,0.02236923,1,104.799,OUT018,2009,7.202353628752575,4,3,0,0,0,1,0,0,0,0,1,0,1
1164,FDA26,7.855,0.073906461,4,218.4482,OUT035,2004,8.480541738086464,9,6,0,0,0,0,0,1,0,1,0,0,1
1165,FDP38,10.1,0.032283676,3,52.2008,OUT017,2007,6.633334222629409,6,2,1,0,0,0,0,1,0,1,0,0,1
1166,FDT22,10.395,0.11207602,13,58.022,OUT035,2004,6.492454963393855,9,6,1,0,0,0,0,1,0,1,0,0,1
1167,FDA50,16.25,0.087668236,4,94.941,OUT017,2007,7.460914841704132,6,2,1,0,0,0,0,1,0,1,0,0,1
1168,FDY10,17.6,0.049067877,13,115.6176,OUT046,1997,7.832167819496045,16,8,1,0,0,0,1,0,0,1,0,0,1
1169,FDC09,15.5,0.026355345,6,100.8332,OUT045,2002,7.338886834292875,11,7,0,0,0,0,0,1,0,1,0,0,1
1170,FDT19,7.59,0.145631695,6,172.808,OUT018,2009,7.719309300591418,4,3,0,0,0,1,0,0,0,0,1,0,1
1171,FDO34,12.857645184135977,0.029793955,13,167.2816,OUT027,1985,8.649198940838788,28,5,1,0,0,1,0,0,0,0,0,0,1
1172,NCV54,11.1,0.033160417,9,119.6124,OUT049,1999,7.71990057890739,14,9,0,1,0,1,1,0,0,1,0,0,0
1173,FDH57,12.857645184135977,0.035574413,6,131.4284,OUT027,1985,8.595258141539091,28,5,1,0,0,1,0,0,0,0,0,0,1
1174,FDA28,16.1,0.047801883,5,127.4362,OUT046,1997,7.725794212732041,16,8,0,0,0,0,1,0,0,1,0,0,1
1175,FDB05,5.155,0.083198341,5,246.0776,OUT046,1997,6.899431129179543,16,8,1,0,0,0,1,0,0,1,0,0,1
1176,FDK45,12.857645184135977,0.059281315,12,111.586,OUT019,1985,5.830585448822362,28,4,1,0,0,0,1,0,1,0,0,0,1
1177,DRH01,12.857645184135977,0.171417316,14,173.0738,OUT019,1985,5.8537748062395005,28,4,1,0,0,0,1,0,1,0,0,1,0
1178,FDY52,6.365,0.007348286,5,62.8536,OUT046,1997,6.681227005954678,16,8,1,0,0,0,1,0,0,1,0,0,1
1179,FDR48,11.65,0.06613202877895108,0,152.6024,OUT035,2004,5.719015198708535,9,6,1,0,0,0,0,1,0,1,0,0,1
1180,FDY15,18.25,0.170795745,4,154.463,OUT035,2004,7.692333306272771,9,6,0,0,0,0,0,1,0,1,0,0,1
1181,FDM51,11.8,0.025966531,10,102.2674,OUT049,1999,7.802134742738864,14,9,0,0,0,1,1,0,0,1,0,0,1
1182,FDR43,18.2,0.161489509,6,37.619,OUT046,1997,5.905879425260039,16,8,1,0,0,0,1,0,0,1,0,0,1
1183,FDW09,13.65,0.025899245,13,81.1302,OUT013,1987,6.676203981419111,26,1,0,0,1,0,0,0,0,1,0,0,1
1184,FDV44,8.365,0.039906377,6,191.3188,OUT049,1999,7.447033773284233,14,9,0,0,0,1,1,0,0,1,0,0,1
1185,DRH37,12.857645184135977,0.072864869,14,165.2526,OUT019,1985,6.7132757122037665,28,4,1,0,0,0,1,0,1,0,0,1,0
1186,FDZ47,20.7,0.079419755,0,99.8042,OUT049,1999,7.305902342064307,14,9,0,0,0,1,1,0,0,1,0,0,1
1187,NCP43,17.75,0.03050705,11,180.366,OUT046,1997,7.757033177798801,16,8,0,1,0,0,1,0,0,1,0,0,0
1188,FDL26,18.0,0.073490977,3,157.3972,OUT018,2009,6.659275970804608,4,3,1,0,0,1,0,0,0,0,1,0,1
1189,DRM35,9.695,0.070843019,7,177.7344,OUT017,2007,7.382068110265968,6,2,1,0,0,0,0,1,0,1,0,1,0
1190,FDM39,6.42,0.053688479,4,178.3002,OUT018,2009,7.753324188451858,4,3,1,0,0,1,0,0,0,0,1,0,1
1191,DRD15,10.6,0.056911107,4,233.9642,OUT045,2002,8.221163628742326,11,7,1,0,0,0,0,1,0,1,0,1,0
1192,NCK06,5.03,0.014472516,9,122.0756,OUT010,1998,4.805459354132496,15,0,0,1,0,0,0,0,1,0,0,0,0
1193,FDV04,7.825,0.150319469,5,156.9288,OUT045,2002,7.360287162315832,11,7,0,0,0,0,0,1,0,1,0,0,1
1194,FDG46,12.857645184135977,0.032750291,13,112.1518,OUT027,1985,8.585232066660112,28,5,0,0,0,1,0,0,0,0,0,0,1
1195,FDO19,17.7,0.016622448,6,50.2034,OUT049,1999,7.062604229247554,14,9,0,0,0,1,1,0,0,1,0,0,1
1196,NCN05,8.235,0.014482153,8,182.295,OUT049,1999,8.206010462378861,14,9,0,1,0,1,1,0,0,1,0,0,0
1197,DRA12,11.6,0.06613202877895108,14,141.6154,OUT045,2002,8.250624207492553,11,7,1,0,0,0,0,1,0,1,0,1,0
1198,FDJ02,17.2,0.025205909,3,149.1418,OUT049,1999,7.071687449384386,14,9,0,0,0,1,1,0,0,1,0,0,1
1199,NCK17,11.0,0.037971697,8,38.948,OUT045,2002,6.2544516944667174,11,7,0,1,0,0,0,1,0,1,0,0,0
1200,FDO58,19.6,0.039544237,13,163.6526,OUT013,1987,7.049400837542304,26,1,1,0,1,0,0,0,0,1,0,0,1
1201,FDB22,8.02,0.111613921,13,152.6998,OUT049,1999,8.126989709967232,14,9,1,0,0,1,1,0,0,1,0,0,1
1202,FDG33,5.365,0.140524691,12,172.7764,OUT045,2002,7.711590697648821,11,7,0,0,0,0,0,1,0,1,0,0,1
1203,FDK58,11.35,0.045073782,13,101.9016,OUT045,2002,7.8755910815455294,11,7,0,0,0,0,0,1,0,1,0,0,1
1204,DRH49,12.857645184135976,0.043168763,14,82.8592,OUT019,1985,5.112700787124548,28,4,1,0,0,0,1,0,1,0,0,1,0
1205,FDT43,16.35,0.020547951,6,51.2324,OUT046,1997,6.349587142693247,16,8,1,0,0,0,1,0,0,1,0,0,1
1206,NCR38,17.25,0.113694957,9,253.4724,OUT049,1999,8.706347617565147,14,9,0,1,0,1,1,0,0,1,0,0,0
1207,DRI39,13.8,0.097043739,4,57.493,OUT035,2004,7.214675113341325,9,6,1,0,0,0,0,1,0,1,0,1,0
1208,NCZ05,8.485,0.058121214,8,104.499,OUT035,2004,7.122372988376891,9,6,0,1,0,0,0,1,0,1,0,0,0
