,Item_Weight,Item_Outlet_Sales,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Size_0,Outlet_Size_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,New_Item_Type_0,New_Item_Type_1,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Item_Type_0,Item_Type_1,Item_Type_2,Item_Type_3,Item_Type_4,Item_Type_5,Item_Type_6,Item_Type_7,Item_Type_8,Item_Type_9,Item_Type_10,Item_Type_11,Item_Type_12,Item_Type_13,Item_Type_14,log_Item_Visibility,Type1_Tear1,Type1_Tear2,log_Item_MRP,log_Outlet_Years
2344,20.25,6.999642333846535,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0356526571285462,0,0,5.387006585173828,3.295836866004329
2345,8.02,5.732044643751941,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1710320856842518,0,0,5.0304366142020385,2.772588722239781
2346,18.35,7.167536826490249,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0944248107080239,0,0,4.552256632320694,3.295836866004329
2347,16.6,7.86644351880321,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0640371724635911,1,0,4.785927186168061,2.833213344056216
2348,10.0,8.148012374005143,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0612480584982184,0,1,5.436629562896904,2.302585092994046
2349,16.1,7.760728461362719,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0614993619432409,1,0,5.195352867038489,2.70805020110221
2350,13.0,5.292010520136884,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1308397393738959,0,0,5.284434443179408,2.772588722239781
2351,16.1,7.47460586113674,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0469525434448883,0,1,4.848400245869007,1.9459101490553132
2352,19.0,7.553034659863709,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1062478115943338,1,0,4.668728852224606,2.70805020110221
2353,17.6,8.035165174106908,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0099879499475412,0,1,5.103246076227017,2.302585092994046
2354,6.32,6.967550757153964,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.012708784206234,0,1,3.6934241114966246,1.9459101490553132
2355,9.3,8.445684729912815,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0328849818436147,0,1,5.0378054853587955,2.302585092994046
2356,11.1,8.113921515974855,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0355903911165351,0,1,5.170888458686247,1.9459101490553132
2357,8.88,7.799954609502222,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0828335438187968,0,0,5.025643439675528,3.367295829986474
2358,6.15,7.230228267507813,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451955637082585,0,0,4.609544604254099,3.295836866004329
2359,20.85,6.800724925476341,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931425904608253,1,0,5.415987506943101,2.833213344056216
2360,17.1,7.248388845248579,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0457460622556827,1,0,4.959228309035639,2.833213344056216
2361,13.15,6.423570287881946,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.037399228333494,0,0,4.470330509361714,1.6094379124341003
2362,16.5,6.975670716912624,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897004126237655,0,1,4.571683720565983,2.302585092994046
2363,11.65,8.319309896430253,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0399358967715754,0,1,5.230702117132469,1.9459101490553132
2364,13.15,8.475278933927246,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0225743237706818,1,0,5.0832163868770115,2.70805020110221
2365,19.35,7.038360644962908,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0740665004366392,1,0,4.744512910068756,2.70805020110221
2366,19.35,7.927586014387068,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0212731798173338,0,1,4.813888593390393,2.4849066497880004
2367,16.5,7.5751388085948435,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0766343581514226,0,0,4.629210878807866,3.295836866004329
2368,21.35,8.557865926797902,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0665453776158395,0,1,5.558863825962444,2.302585092994046
2369,16.0,5.163492566403945,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1093659798648955,0,1,4.069447178667586,2.302585092994046
2370,20.5,4.307276148459894,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1338001811226575,0,0,3.5812664034028163,3.295836866004329
2371,19.75,8.136387719744981,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0178478463876684,0,0,5.2010683083331655,3.295836866004329
2372,17.6,8.24382146248669,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0156526328711089,0,1,5.1940540265505835,1.9459101490553132
2373,4.615,8.284632941841657,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0974966767676065,0,1,5.460988784418869,1.9459101490553132
2374,5.88,7.23359851307608,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0036002373609289,0,0,5.044713319088494,1.6094379124341003
2375,11.8,7.133059693947946,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0896590942739096,1,0,4.8447412635827405,2.70805020110221
2376,17.35,7.508035133539289,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640371724635911,0,0,4.633773191795892,3.295836866004329
2377,12.35,8.545257207117917,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0332034746766199,1,0,5.287977089675801,2.833213344056216
2378,9.5,8.072829612629109,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0306566993319098,0,0,4.718702422005815,3.367295829986474
2379,9.0,7.450908993182672,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0789755310584649,0,1,5.371351262087933,2.4849066497880004
2380,6.235,8.13736161894514,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1123092962636405,1,0,5.57705076881706,2.70805020110221
2381,9.6,8.38373173920297,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0640371724635911,0,1,5.504587356660619,2.302585092994046
2382,16.75,6.663534913940892,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1002514977233252,0,1,5.057283483334743,1.9459101490553132
2383,17.1,7.430591841762554,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0458155806697417,1,0,4.958526228461312,2.70805020110221
2384,6.825,5.042132669165128,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0751603709021308,0,0,5.047287326396422,2.772588722239781
2385,6.78,8.319309896430253,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1318663821385502,0,1,4.534876468768092,1.9459101490553132
2386,16.0,8.147434339524432,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1018225139042285,0,0,5.209286132838754,1.6094379124341003
2387,15.0,7.073381406137552,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1431996865555514,0,1,4.672770888857858,2.302585092994046
2388,7.39,6.912769088804877,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0890733648806535,0,0,5.5306450146389885,1.6094379124341003
2389,17.6,6.0413350798500165,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0547645864756801,1,0,3.773804072002157,2.833213344056216
2390,12.65,8.254960726262835,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1450037972088126,1,0,5.483359386191663,2.833213344056216
2391,17.85,7.613340781884918,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0435033478372936,1,0,4.852826821583308,2.833213344056216
2392,11.15,7.579229488242516,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0082389762317323,0,0,5.020392867098896,3.295836866004329
2393,15.7,7.064313629471395,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0302360728420256,0,1,3.781390264792693,2.302585092994046
2394,14.65,4.030008687217082,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0640371724635911,0,0,4.051113418029823,2.772588722239781
2395,19.25,7.6113661239635615,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0964740477017921,0,0,4.027057378080201,3.367295829986474
2396,18.25,8.031059724955961,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0122249824646117,0,1,5.084439505833739,2.4849066497880004
2397,20.7,7.542149728394621,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640371724635911,0,1,4.602207802459639,1.9459101490553132
2398,15.85,7.219561509801872,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0557312031368795,1,0,3.9962832682378018,2.833213344056216
2399,6.575,8.069084681031347,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729020292968468,1,0,4.988692297843803,2.70805020110221
2400,17.75,7.757033177798801,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0301109982969254,0,1,5.186636922145391,2.4849066497880004
2401,11.8,5.91670005179778,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1810080620372812,0,0,5.2273174823578215,3.367295829986474
2402,14.0,8.231494111534438,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0291497146931472,0,0,4.973823304304906,3.367295829986474
2403,12.85,5.174856241006959,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1932000722620273,0,0,3.82739714446763,3.367295829986474
2404,16.7,8.03257422049488,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1134518500433442,0,1,5.205640516485504,1.9459101490553132
2405,10.85,7.654563787922667,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0282763239069723,1,0,4.755147598407437,2.833213344056216
2406,10.0,8.084802090579924,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0951325485742865,1,0,4.742794192432113,2.70805020110221
2407,13.65,4.289176426656364,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0435636181133676,0,0,3.6623609255531275,2.772588722239781
2408,19.0,5.247482914244776,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1509016018567032,0,0,3.8685266045357984,2.772588722239781
2409,9.6,7.85592251350355,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221571991932925,0,1,4.6395619508229995,1.9459101490553132
2410,12.0,7.30456006115622,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732278239368911,0,1,4.829423521264212,1.9459101490553132
2411,5.925,5.747034155097609,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0920768582493573,0,1,3.802400085283868,2.302585092994046
2412,13.0,8.48591439042455,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0409659345603904,0,1,5.543227889080802,2.302585092994046
2413,8.18,5.151998272968793,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0796127897335995,0,1,4.086964059862671,1.9459101490553132
2414,12.8,7.514951792527944,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0734495952569225,0,1,4.580272802433577,2.4849066497880004
2415,19.2,7.6418631964371695,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1171623701945299,0,1,4.508095249917038,2.4849066497880004
2416,14.5,7.903280539733612,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0927625081522372,1,0,5.077834023739506,2.833213344056216
2417,5.19,8.224916312322982,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0419688259376433,0,1,5.287312029371356,1.9459101490553132
2418,13.3,7.373746870758012,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.068959764272247,0,0,4.127998527695292,3.295836866004329
2419,19.6,7.66210743057039,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.040428451812481,0,0,4.498157194632941,3.295836866004329
2420,17.75,6.907455233973135,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0341560594191711,0,1,5.5185567047148565,2.302585092994046
2421,12.35,8.20927695536988,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0893301568737696,1,0,4.788427971050225,2.70805020110221
2422,14.35,7.650136905955922,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0168813035979185,0,0,4.707932529317456,3.295836866004329
2423,6.365,7.111570842341092,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0073362130622258,0,1,4.162837753334049,2.4849066497880004
2424,5.78,8.027154742799828,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0143806825339445,0,0,4.976114240223881,3.367295829986474
2425,20.25,8.3991340776538,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0118664968043317,0,0,5.224629921345076,3.367295829986474
2426,14.75,8.361575289077596,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0323345346789422,0,0,5.479348924985109,3.295836866004329
2427,12.15,6.449171632794796,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01536609749442,1,0,5.361258362321196,2.70805020110221
2428,6.59,6.402827230282206,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0258267906306434,0,0,4.808191026784952,3.295836866004329
2429,12.6,7.936907301237016,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0713159132681208,1,0,5.5476571798927745,2.833213344056216
2430,18.2,6.101260660939368,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0828256651909594,0,0,5.016441074556162,3.367295829986474
2431,9.395,7.762146096199516,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0389979191057613,0,0,4.4425430153383365,3.367295829986474
2432,17.6,7.589046757621802,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158242003107101,0,0,3.886504151594468,3.367295829986474
2433,8.18,7.2263625983054,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.078813545486188,0,0,4.098648619796606,3.367295829986474
2434,7.325,7.604755626550299,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0892076590621709,0,0,4.540253993541689,3.295836866004329
2435,15.85,5.868940917571483,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1338308131687171,0,0,5.175228404326472,3.367295829986474
2436,15.1,6.813243480386702,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0197684884781627,1,0,4.879242565280038,2.70805020110221
2437,10.5,8.705575842610292,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1098483475586931,0,0,5.10667853847641,3.367295829986474
2438,8.51,7.230228267507813,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0754219694096526,0,0,5.158723060121187,3.295836866004329
2439,17.0,5.148137293418396,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2132155061647135,0,0,5.1428943776787825,3.367295829986474
2440,20.35,7.623806937787348,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0306286869922454,0,1,5.553994707911643,1.9459101490553132
2441,17.85,7.195885950798175,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0179356100133707,0,0,4.584042561270398,1.6094379124341003
2442,18.25,7.955059606488473,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0751457055221473,0,0,5.558742058953446,1.6094379124341003
2443,17.6,7.154096472316331,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0790547367139894,0,0,5.084455605832067,3.295836866004329
2444,10.895,7.30813548083947,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0265252337772987,1,0,4.676820855731443,2.833213344056216
2445,11.85,5.281909490557729,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2005407014678434,0,0,4.611873667367194,2.772588722239781
2446,20.5,6.374861263012183,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1332973973747694,0,0,3.6087263236773643,3.367295829986474
2447,14.1,7.034262283255773,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.118931695693776,0,0,4.495576277710785,1.6094379124341003
2448,15.15,7.079568145736109,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0121864239819377,0,1,4.88830493501863,2.302585092994046
2449,17.25,4.545547562004119,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0570327481665708,0,0,4.528418722888952,2.772588722239781
2450,17.6,7.950610994302028,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0188044214112779,0,0,5.472518542109219,1.6094379124341003
2451,14.6,8.19504444211838,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0577075732465379,1,0,5.196824915827634,2.833213344056216
2452,10.1,7.474228075237892,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0266996352211274,0,1,4.349852039226379,2.302585092994046
2453,10.5,7.190380436766617,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0688209988510294,0,1,4.789238549559683,2.302585092994046
2454,12.6,8.279917145179326,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0074274024291901,0,1,5.236205764724607,2.302585092994046
2455,18.7,8.162735387804412,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0450577530953942,1,0,5.041282177302108,2.833213344056216
2456,5.985,8.177992788731924,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0918364771154099,0,0,4.853340342891289,1.6094379124341003
2457,12.1,8.537066835798488,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1087414478600287,1,0,5.4045288200555355,2.833213344056216
2458,13.0,7.852304472876194,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0803291737151447,1,0,5.283419949015522,2.70805020110221
2459,19.2,7.84945251490697,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0227055587301991,0,1,5.207818095740724,2.4849066497880004
2460,5.78,7.690813087970959,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0144792518698318,0,1,4.992540567507006,2.4849066497880004
2461,7.17,7.762146096199516,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0580016356174084,0,1,4.882777679868276,2.302585092994046
2462,20.85,7.428616338890629,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603652743064235,1,0,4.4903360480557275,2.833213344056216
