,Unnamed: 0,Item_Outlet_Sales,Item_Weight,Item_Visibility,log_Item_MRP,log_Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Size_0,Outlet_Size_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,New_Item_Type_0,New_Item_Type_1,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Item_Type_0,Item_Type_1,Item_Type_2,Item_Type_3,Item_Type_4,Item_Type_5,Item_Type_6,Item_Type_7,Item_Type_8,Item_Type_9,Item_Type_10,Item_Type_11,Item_Type_12,Item_Type_13,Item_Type_14,Type1_Tear1,Type1_Tear2
4690,4690,6.874965109492419,8.407047090735513e-16,-0.3411446645066436,-0.6320587049868657,1.2861568520377415,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4691,4691,7.613998135636277,1.1222182214077605,0.1275892443452388,-0.190849682450079,-1.790132896192839,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4692,4692,8.323843948590381,1.2168731567705668,-0.6385749595567942,0.3255852632595271,-0.2580434851395525,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4693,4693,5.288654834276883,-0.0846322044680246,-0.7932976075073177,-0.445579070645231,0.2454064247743259,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4694,4694,7.957626102295008,-0.8974814618961269,0.9237107778733388,-0.5366098238059134,1.16110210436875,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4695,4695,8.357834345942225,0.944740217602498,1.8386273379583815,0.8520495655428513,-0.577110191524809,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4696,4696,7.837962643741709,0.7435984799565336,0.0588193553742036,1.1495854139109989,-1.2012991333803724,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4697,4697,7.771733081027685,-0.8418716873704777,-0.0715176388885139,0.7109260909153683,1.16110210436875,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4698,4698,6.664384530254609,-1.5718978763561242,-1.1913907100005678,-2.256283801548833,-0.577110191524809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4699,4699,8.82938854330599,1.713811567425302,-0.9778953915996592,1.1339204534894058,-1.2012991333803724,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4700,4700,7.923013204716832,-0.9672894767261968,-0.4755435680214101,0.5905908036588815,-1.2012991333803724,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4701,4701,7.705912263707822,0.8027578145582878,0.3476760452098962,-0.5219326220770887,-0.577110191524809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4702,4702,7.653300962961069,0.5424567423105695,-0.8711207209858217,0.3514971343150798,1.16110210436875,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4703,4703,7.550937125130511,0.0691820654965362,0.4591124979911553,0.4634718990377305,1.16110210436875,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4704,4704,7.323629358626338,-0.1674552729104803,-0.0837397283578105,-0.1183071721835018,1.16110210436875,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4705,4705,3.7599295414139537,0.0,0.1480240300033508,-2.07485165545708,1.2861568520377415,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4706,4706,8.368088452721427,1.8912895712305648,1.0466857308868736,0.8714772002226602,-0.577110191524809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4707,4707,8.156833983188786,1.26420062445197,-0.0806109958111577,1.300442361197994,-0.577110191524809,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4708,4708,6.123385393498894,-1.0785090257774943,-0.7122685172736215,-2.3231930126733165,-1.790132896192839,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4709,4709,7.970130601360399,-1.5766306231242644,0.0393553802255069,-0.0783137131561734,-0.2580434851395525,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4710,4710,7.948496829579387,0.5306248753902185,-0.0837397283578105,1.0459386269370594,-0.2580434851395525,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4711,4711,7.931420648807348,-0.3212695428750413,-1.009317410756448,0.0841302342229021,-0.2580434851395525,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4712,4712,7.553034659863709,1.4535104951775837,0.8553553032794523,-0.3259982969155367,-0.577110191524809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4713,4713,6.402827230282206,-0.5579068812820579,0.0273868106913492,-0.0767278635479257,-1.790132896192839,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4714,4714,7.827932209793777,-0.960190356573986,0.0272279224382231,0.9943901268172484,0.1324626032293418,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4715,4715,5.583452698808242,8.407047090735513e-16,1.0577175696363632,1.427579467558127,1.2861568520377415,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4716,4716,8.065744038300974,1.1577138221688128,-1.140853207040556,0.4738050160651857,-0.2580434851395525,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4717,4717,3.662294176562681,0.0,0.2151189240982948,-2.166458395687818,1.2861568520377415,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4718,4718,8.372714876420433,1.1577138221688128,1.776593498423141,1.2609039771022177,-0.577110191524809,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4719,4719,7.647280669668504,1.8676258373898629,-0.9452153976784512,-0.0272280865754385,-0.577110191524809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4720,4720,6.386141673631541,0.9092446168414452,-0.1624201855118096,-1.3755047158802505,-1.790132896192839,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4721,4721,7.044186463144274,8.407047090735513e-16,-0.3724903582112589,-1.541309106255183,1.2861568520377415,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4722,4722,5.770144332504633,0.2348282023814477,-0.7963140427229466,-2.147856978999022,-0.2580434851395525,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4723,4723,7.453998392808375,0.5897842099919727,0.8823352016373585,0.8085732742682528,0.3515008370257634,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4724,4724,8.021487155109263,-0.1792871398308313,-0.0837397283578105,0.6648329109614746,-0.577110191524809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4725,4725,7.243641629720015,-0.1674552729104803,-0.0837397283578105,-0.1037833479869669,-1.790132896192839,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4726,4726,5.719015198708535,0.0,-0.8016933662111746,-0.9786556230771506,1.2861568520377415,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4727,4727,7.559300994647043,0.8264215483989897,-1.1664147651141006,-0.3140194671493738,-0.577110191524809,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4728,4728,8.02279791388583,8.407047090735513e-16,-0.8055341778630575,0.4706076651248191,1.2861568520377415,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4729,4729,7.731068947218516,-1.3222454843367215,0.0236791377112811,-0.2140079067379216,-1.790132896192839,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4730,4730,8.682254103337375,0.2229963354610971,-0.2466335654031316,1.2986688311580985,0.1324626032293418,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4731,4731,8.315570055860318,1.7493071681863543,-0.9691875192456794,1.2466273890774209,0.1324626032293418,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4732,4732,6.87702696312607,-0.8418716873704777,0.8413676793241789,-1.2220438842496877,0.3515008370257634,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4733,4733,7.389909662906518,0.3058194039035529,-0.6616042771313317,0.0069417856197917,0.1324626032293418,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4734,4734,7.742113959496482,0.0,-0.0837397283578105,0.5223031807403352,1.2861568520377415,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4735,4735,7.447033773284233,-1.1222869333827925,-0.7807873119210827,0.40684138976226,0.3515008370257634,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4736,4736,6.85270335082491,8.407047090735513e-16,-0.5159046312713279,0.8059395959768328,1.2861568520377415,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4737,4737,7.548133550654979,-0.415924478237848,-0.7599163837530664,-0.0782724644888584,-0.2580434851395525,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4738,4738,7.923013204716832,-0.0846322044680246,-1.05394970375924,-0.4902703294411309,-0.577110191524809,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4739,4739,6.915415464701195,-0.7235530181669694,-0.2839124550640972,-0.7430302724730486,-0.577110191524809,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4740,4740,7.939520748886832,1.619156632062495,1.8700327173458924,1.3455214963309516,-1.790132896192839,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4741,4741,7.675173404129361,0.3413150046646054,-0.7305804294815865,-0.5053842672942443,-1.2012991333803724,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4742,4742,8.40317176702091,1.630988498982846,-0.7441904886597389,1.0207966307480365,0.1324626032293418,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4743,4743,7.382068110265968,1.3351918259740752,-0.9124816886943968,-0.6398714892772613,1.16110210436875,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4744,4744,8.297321980152393,0.0,-0.8879004202590053,0.6304679244519896,1.2861568520377415,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4745,4745,8.120476960030922,-0.1201278052290772,-0.7480491916541743,0.8859138489144501,-0.577110191524809,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4746,4746,8.361575289077596,0.0,-1.1251404432078176,0.4321032573004327,1.2861568520377415,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4747,4747,8.090938959183864,-1.7730396140020883,1.441256906184605,0.5819940178323683,0.1324626032293418,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4748,4748,7.8866589793066275,0.0,-0.4899480274300034,-0.4804660246786363,1.2861568520377415,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4749,4749,6.812511416978738,1.8084665027881084,-0.0837397283578105,-0.7845448147066998,-0.577110191524809,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4750,4750,7.089610060186648,-0.9814877170306174,1.4160222344293465,-1.7575893844768131,0.3515008370257634,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4751,4751,7.51458894807856,0.0,-0.0837397283578105,-0.2551753336526079,1.2861568520377415,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4752,4752,6.629823913499607,0.7435984799565336,-0.0837397283578105,-1.8102309368494949,-1.2012991333803724,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4753,4753,8.241368119416192,1.1222182214077605,-1.2765848514347202,0.6028723626786755,1.16110210436875,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4754,4754,5.870820610474237,1.8557939704695117,1.057759507599869,-0.0968571238046387,-0.2580434851395525,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4755,4755,7.351781908665572,0.0336864647354836,-0.823369199618103,-1.336457641122888,-0.577110191524809,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4756,4756,7.845550326713768,1.7374753012660034,0.9809810884891876,0.8546208350372496,-1.2012991333803724,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4757,4757,7.942127384227776,1.7729709020270563,-0.1962339201617088,1.1852149960700114,1.16110210436875,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4758,4758,7.009312993147235,1.3588555598147771,1.6766640103311496,-0.405711329539302,1.16110210436875,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4759,4759,7.1746998072391,0.0,-0.1309510374400635,-1.8886231774538256,1.2861568520377415,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4760,4760,7.832167819496045,0.1165095331779394,0.6745766642590219,1.1618417077630383,-1.2012991333803724,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4761,4761,7.944018860452375,1.1813775560095148,-0.3657052717242022,-0.0657043935541687,-1.790132896192839,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4762,4762,7.613340781884918,0.8264215483989897,-1.1665911343578854,-0.324811116279962,1.16110210436875,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4763,4763,8.344946155783317,0.4714655407884643,-1.039473309663733,1.424697961924252,-0.2580434851395525,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4764,4764,7.922047837653786,1.985944506593371,-1.234298909523223,0.7269726128143338,-1.2012991333803724,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4765,4765,8.061132356090278,0.3058194039035529,-0.7256605975259977,1.265867945249176,1.16110210436875,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4766,4766,7.476869584261514,1.0275632860449533,-0.92434572108371,0.2931702160761071,-0.577110191524809,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4767,4767,8.369941591446745,0.0,-0.9751636995628632,0.4876313498777923,1.2861568520377415,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4768,4768,6.273463626903626,-0.4750838128396021,1.894969309485783,-0.2902374885852091,-0.2580434851395525,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4769,4769,8.344629725216299,1.7729709020270563,-1.1364241354318838,1.189600863239024,0.3515008370257634,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4770,4770,5.537350014926034,0.8264215483989897,-0.249884639831409,-0.0052776298208347,0.2454064247743259,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4771,4771,8.025632010935702,-0.8418716873704777,-0.5422327677169403,0.8139076071929378,0.3515008370257634,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4772,4772,9.037658063991028,0.0,0.1351128411348548,1.1780853094565364,1.2861568520377415,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4773,4773,8.049721777405647,0.6844391453547795,-0.3071924771279097,0.8617752928452025,-1.2012991333803724,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4774,4774,7.73369591745975,0.4714655407884643,-0.1869389983890251,1.3467944473173437,-0.2580434851395525,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4775,4775,8.682254103337375,1.3588555598147771,-0.6298136183511037,1.2729279566016054,-1.2012991333803724,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4776,4776,6.246744546552095,0.8264215483989897,-0.8340008632011451,1.3707858270076123,-1.790132896192839,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4777,4777,8.124626341976894,-0.7483999386997062,1.1914536932904982,1.130006170311866,0.3515008370257634,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4778,4778,8.177618852246333,0.5424567423105695,-1.187573226853825,0.0729331640029319,-1.2012991333803724,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4779,4779,7.42107363331217,0.3413150046646054,-0.102960606509461,-0.649065171931042,-0.577110191524809,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4780,4780,6.37372619162615,-0.4644351326112864,0.7805006548802383,0.8455042848252321,0.2454064247743259,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4781,4781,7.932138008617961,-1.057211665320863,1.0456885963034963,0.5296496764610181,-1.2012991333803724,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4782,4782,5.7277203309449645,1.299696225213023,-0.0837397283578105,0.3699687999667933,1.16110210436875,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4783,4783,7.843724081375991,0.5542886092309202,0.5492135247786596,-0.1389217126240738,1.16110210436875,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4784,4784,7.631585290021305,1.7374753012660034,-0.1202635249643293,1.3930448569282323,-0.577110191524809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4785,4785,8.60822864759448,0.0,0.1888933961436279,0.6102969214548927,1.2861568520377415,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4786,4786,8.111527023096823,-0.9814877170306174,0.04284903417557,0.7532057554382722,-0.2580434851395525,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4787,4787,8.151473581814352,-0.1674552729104803,-0.9949803106111568,0.5055852612067608,-0.577110191524809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4788,4788,8.007841081495298,-1.1353019869951784,-1.0011223756812495,1.1792135908983186,-0.2580434851395525,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4789,4789,5.558102924392327,-0.3212695428750413,4.518321634581568,0.0822486374281097,0.2454064247743259,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4790,4790,8.37440588323357,0.4714655407884643,-1.0595644871639032,0.7698984745065469,0.3515008370257634,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4791,4791,7.047086693911044,-0.2502783413529361,-0.0837397283578105,-1.928341558509483,-1.790132896192839,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4792,4792,7.802134742738864,0.4359699400274118,-1.0107107811280958,0.2611431486679048,0.1324626032293418,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4793,4793,6.4984881523527696,0.0,0.6598098846461475,1.088147723768071,1.2861568520377415,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4794,4794,8.409420390759326,1.3943511605758294,-0.7372914064166946,1.0255506203776932,1.16110210436875,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4795,4795,7.232155512737913,-1.3305277911809672,-0.0837397283578105,-0.1581053369985731,-0.2580434851395525,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4796,4796,8.396883852340908,0.0,-0.6532058921753571,1.002519298509306,1.2861568520377415,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4797,4797,8.2417189657166,1.5954928982217935,-0.9209834002571308,0.3569642093488908,0.1324626032293418,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4798,4798,6.704339842384192,-1.3222454843367215,-1.0118190184866125,-0.5806215286254585,-1.2012991333803724,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
